1.5	0.08
2	0.583168
2.5	1.02912
3	2.42701
3.5	3.2567
4	0.848
4.5	1.8409
5	1.00339
5.5	1.14061
6	1.39789
6.5	1.14061
7	1.39789
7.5	1.24352
8	1.41504
8.5	1.32928
9	1.45792
9.5	1.41504
